Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Error,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
Tag,2015,Unrated,04 May 2015,91 min,Drama,Danny Roth,"Ethan Banville, Danny Roth","Christopher Mintz-Plasse, Scout Taylor-Compton, Patrick Alan Davis","Billy is the self-designated leader of a group of teenagers living in a shelter. Billy's oldest childhood friends live there as well as part of ""the family"". Billy has an AIDs-like virus, which he has passed on to his brother.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTcxMDQyODk4OF5BMl5BanBnXkFtZTgwMjU4Mzc0NTE@._V1_SX300.jpg,N/A,4.4,280,tt1967669,movie,N/A,N/A,N/A,N/A,True,4.4/10,,,,,,,
Tag,2018,R,15 Jun 2018,100 min,"Action, Comedy",Jeff Tomsic,"Rob McKittrick, Mark Steilen, Russell Adams","Jeremy Renner, Ed Helms, Jake Johnson","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.","English, Spanish",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BM2VhYTg4M2MtMWJiNS00ZTExLWI4MTMtNjE1NTQ1ODA0MTJjXkEyXkFqcGc@._V1_SX300.jpg,56,6.5,"155,889",tt2854926,movie,N/A,"$54,730,625",N/A,N/A,True,6.5/10,,55%,56/100,,,,
Tag,2017,N/A,01 Mar 2017,7 min,"Short, Action","Patrick Green, Steve Tirona",Patrick Green,"Christina Masterson, Akchtonin Ramos",A colorful day in the life of a graffiti artist looking to make a mark.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjIxYjRmZmMtNGJlYi00YjBiLWE4NzItOTBmNmUzMzI2MjA2XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt5849360,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Tag,2021,N/A,08 May 2021,4 min,"Animation, Short",Ziyi Wang,Ziyi Wang,N/A,N/A,English,United States,N/A,N/A,N/A,N/A,N/A,tt14630968,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Gotti,2018,R,14 Jun 2018,112 min,"Biography, Crime, Drama",Kevin Connolly,"Leo Rossi, Lem Dobbs","John Travolta, Spencer Rocco Lofranco, Kelly Preston",The story of crime boss John Gotti and his son.,English,"Canada, United States, United Kingdom",8 nominations total,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@._V1_SX300.jpg,24,4.8,"17,738",tt1801552,movie,N/A,"$4,343,227",N/A,N/A,True,4.8/10,,0%,24/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Eating Animals,2017,Unrated,15 Jun 2018,94 min,Documentary,Christopher Dillon Quinn,"Christopher Dillon Quinn, Jonathan Safran Foer","Natalie Portman, Yi Jian, Pete Kaiser",An examination of our dietary choices and the food we put in our bodies. Based on Jonathan Safran Foer's memoir.,English,"United Kingdom, India, Germany, China, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTUzMTM0MDc3OF5BMl5BanBnXkFtZTgwNDI1NjM0NTM@._V1_SX300.jpg,69,7.4,"1,212",tt2180351,movie,N/A,"$149,614",N/A,N/A,True,7.4/10,,91%,69/100,,,,
SuperFly,2018,R,13 Jun 2018,116 min,"Action, Crime, Thriller",Director X,Alex Tse,"Trevor Jackson, Jason Mitchell, Michael Kenneth Williams","With retirement on his mind, a successful Atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police.","English, Spanish, Cantonese",United States,N/A,https://m.media-amazon.com/images/M/MV5BNjlkMTc5MmMtMjIxZi00MjE2LWJiMWQtNjQwM2FhMWZmMzhhXkEyXkFqcGc@._V1_SX300.jpg,52,5.3,"7,992",tt7690670,movie,N/A,"$20,545,116",N/A,N/A,True,5.3/10,,51%,52/100,,,,
Hereditary,2018,R,08 Jun 2018,127 min,"Drama, Horror, Mystery",Ari Aster,Ari Aster,"Toni Collette, Milly Shapiro, Gabriel Byrne",A grieving family is haunted by tragic and disturbing occurrences.,"English, Spanish",United States,52 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_SX300.jpg,87,7.3,"437,070",tt7784604,movie,N/A,"$44,069,456",N/A,N/A,True,7.3/10,,90%,87/100,,,,
Hotel Artemis,2018,R,08 Jun 2018,94 min,"Action, Crime, Drama",Drew Pearce,Drew Pearce,"Jodie Foster, Sofia Boutella, Dave Bautista","Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.","English, French","United Kingdom, United States",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTUzNTk0ZTYtY2MwYS00NDU2LTk3NDMtZTZlMTRiYzcyYmU3XkEyXkFqcGc@._V1_SX300.jpg,58,6.1,"61,205",tt5834262,movie,N/A,"$6,708,147",N/A,N/A,True,6.1/10,,57%,58/100,,,,
A Kid Like Jake,2018,R,01 Jun 2018,92 min,Drama,Silas Howard,Daniel Pearle,"Claire Danes, Jim Parsons, Octavia Spencer",The loving parents of a four-year-old must come to terms with the fact that their child is gay.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMmUyOTg0MjYtMjk4Mi00ZWEwLTgyZmItYWM5MjgwYzc5YTQyXkEyXkFqcGc@._V1_SX300.jpg,58,5.6,"3,956",tt6884200,movie,N/A,"$58,403",N/A,N/A,True,5.6/10,,52%,58/100,,,,
Adrift,2023,N/A,06 Oct 2023,98 min,Documentary,Rory Kennedy,N/A,N/A,"An urgent warning about the future of the global refugee crisis. Personal perspectives reveal the plight, history, and prospects of refugees in a world where human displacement is fast becoming the 21st century's defining challenge.",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTNlNTVmN2UtOGIwYS00ODIwLThiNzMtMGU0ZDVjODc0YzZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt9735594,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Adrift,2009,N/A,N/A,11 min,"Short, Drama",Joshua M. Kerr,"Joshua M. Kerr, Dee Hughes","Geoffrey Beevers, Abigail Tarttelin","Stuck in his ways and miserable, Bill is grieving his wife's death. But when he has to leave the house to visit the local launderette he meets the owner, an energetic girl called Maki. Can Bill learn a lesson from someone so young?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt1570420,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Adrift,2022,N/A,N/A,11 min,"Short, Drama",Cathy Huynh,Cathy Huynh,"Saki Fukada, Gabrielle Jacinto","Two distant friends reunite after one of them returns from studying abroad. Throughout the night, they reminisce on nostalgic memories and contemplate the uncertainty of the future.",English,Canada,N/A,N/A,N/A,N/A,N/A,tt22083536,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Adrift,2016,N/A,18 Nov 2016,11 min,Short,Cath Le Couteur,Heidi Julavits,Sally Potter,The secret world of space junk.,English,United Kingdom,4 wins,https://m.media-amazon.com/images/M/MV5BZGU0NjIyYTUtOWI2Zi00MjBkLTlmY2YtNmVhN2ZjMTRmNzI2XkEyXkFqcGdeQXVyMjQ4MTE4MzY@._V1_SX300.jpg,N/A,7.5,7,tt6164918,movie,N/A,N/A,N/A,N/A,True,7.5/10,,,,,,,
Adrift,2018,PG-13,01 Jun 2018,96 min,"Action, Adventure, Biography",Baltasar Kormákur,"Aaron Kandell, Jordan Kandell, David Branson Smith","Shailene Woodley, Sam Claflin, Jeffrey Thomas","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","English, French","Hong Kong, Iceland, United States, United Kingdom",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxMTI2MjE4OF5BMl5BanBnXkFtZTgwMjIyODQzNTM@._V1_SX300.jpg,56,6.6,"64,956",tt6306064,movie,N/A,"$31,445,012",N/A,N/A,True,6.6/10,,69%,56/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Upgrade,2018,R,01 Jun 2018,100 min,"Action, Sci-Fi, Thriller",Leigh Whannell,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen","Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","English, Dutch","United States, Australia",3 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_SX300.jpg,67,7.5,"228,883",tt6499752,movie,N/A,"$11,977,130",N/A,N/A,True,7.5/10,,88%,67/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Action Point,2018,R,01 Jun 2018,85 min,Comedy,Tim Kirkby,"John Altschuler, Dave Krinsky, Johnny Knoxville","Johnny Knoxville, Eleanor Worthington-Cox, Chris Pontius",A daredevil designs and operates his own theme park with his friends.,English,"United States, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BMjEyMTU5MTk1N15BMl5BanBnXkFtZTgwMzIzMzczNTM@._V1_SX300.jpg,36,5.1,"12,551",tt6495770,movie,N/A,"$5,059,608",N/A,N/A,True,5.1/10,,16%,36/100,,,,
Adrift,1993,N/A,13 Apr 1993,89 min,"Crime, Drama, Thriller",Christian Duguay,"Graham Flashner, Ed Gernon, Tess Gerritsen","Kate Jackson, Kenneth Welsh, Bruce Greenwood","Katie and Guy take a sea cruise in their sailboat and discover a couple on a wrecked boat, victims of a brutal attack by their crew. They take Eliza and Nick on board. The new boarders appear nervous about returning to Honolulu, a...",English,"Canada, New Zealand",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZDVkYWY0NWMtZmVkZC00Mjk4LWJlNjEtODg4YjkwZTJiYjg3XkEyXkFqcGdeQXVyNjYwODc3ODk@._V1_SX300.jpg,N/A,5.5,380,tt0106222,movie,N/A,N/A,N/A,N/A,True,5.5/10,,,,,,,
Adrift,2013,N/A,N/A,5 min,"Documentary, Short, Adventure",Simon Christen,N/A,N/A,"Adrift is a love letter to the fog of the San Francisco Bay Area. The film maker chased it for over two years to capture the magical interaction between the soft mist, the ridges of the California coast and the iconic Golden Gate ...",N/A,United States,N/A,N/A,N/A,7.0,12,tt3062834,movie,N/A,N/A,N/A,N/A,True,7.0/10,,,,,,,
Adrift,2015,N/A,N/A,23 min,"Short, Drama","David Salazar, Francisco Salazar","David Salazar, Francisco Salazar","Michael Gallo, Carolyn McCandlish","On her way home from College, a young girl meets a hitchhiker who changes her life.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYzk2YzEwMjMtNzc0NC00YTFkLTgwZjUtOWNhZjdhNDZhZDkxXkEyXkFqcGdeQXVyMjEwMzczNzA@._V1_SX300.jpg,N/A,N/A,6,tt5018136,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
American Animals,2018,R,14 Aug 2018,116 min,"Biography, Crime, Drama",Bart Layton,"Bart Layton, Jon Croker, Peter Straughan","Spencer Reinhard, Warren Lipka, Eric Borsuk",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"English, Dutch","United Kingdom, United States",10 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BZGE0ZGU5ZDctOTNkYy00NmY4LTlkNzAtYmFhZGNkZWYyNWFmXkEyXkFqcGc@._V1_SX300.jpg,68,7.0,"51,758",tt6212478,movie,N/A,"$2,856,954",N/A,N/A,True,7.0/10,,88%,68/100,,,,
Adrift,2012,N/A,N/A,7 min,"Short, Drama, Thriller",Kate Zabinsky,Kate Zabinsky,"Chris Brochu, Rachel Brosnahan, Shanley Caswell","Four friends trapped on a boat, drift through a series of terrifying encounters.",English,United States,N/A,N/A,N/A,N/A,N/A,tt2955220,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Mary Shelley,2017,PG-13,05 Jul 2018,120 min,"Biography, Drama, History",Haifaa Al-Mansour,"Emma Jensen, Haifaa Al-Mansour","Elle Fanning, Bel Powley, Owen Richards","Life and facts of Mary Wollstonecraft Godwin, who at 16 met 21 year old poet Percy Shelley, resulting in the writing of Frankenstein.",English,"United Kingdom, Luxembourg, United States, Ireland, Australia",2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZWVmODA1ZGEtMTFmMy00YjM4LThlMDgtOTEwMTE5MTkzMjMyXkEyXkFqcGc@._V1_SX300.jpg,49,6.4,"18,290",tt3906082,movie,N/A,"$108,900",N/A,N/A,True,6.4/10,,41%,49/100,,,,
Book Club,2018,PG-13,18 May 2018,104 min,"Comedy, Drama, Romance",Bill Holderman,"Bill Holderman, Erin Simms","Diane Keaton, Jane Fonda, Candice Bergen",Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,"English, Hungarian, Spanish, French",United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@._V1_SX300.jpg,53,6.1,"34,406",tt6857166,movie,N/A,"$68,566,296",N/A,N/A,True,6.1/10,,54%,53/100,,,,
Book Club,2015,Not Rated,N/A,72 min,Documentary,Hope Hartman,N/A,"Virginia Colony, Mary Gauthier, Pixie Hupper","BOOK CLUB takes viewers on an emotional and personal journey through the lives of eight American women, bonded by a book club formed 70 years ago. At a time when social standards prohibited married women from continuing their care...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgyNjYzMzAyNl5BMl5BanBnXkFtZTgwOTQ0MTM5NTE@._V1_SX300.jpg,N/A,6.8,25,tt4727712,movie,N/A,N/A,N/A,N/A,True,6.8/10,,,,,,,
Deadpool 2,2018,R,18 May 2018,119 min,"Action, Adventure, Comedy",David Leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds","Ryan Reynolds, Josh Brolin, Morena Baccarin","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.","English, Cantonese, Spanish, Russian","United States, Canada",6 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BNGY3N2ZhYmMtYTlmYi00ZWIzLWJiZWMtMjgxMjljYTk3MDAwXkEyXkFqcGc@._V1_SX300.jpg,66,7.6,"730,218",tt5463162,movie,N/A,"$324,591,735",N/A,N/A,True,7.6/10,,83%,66/100,,,,
First Reformed,2017,R,08 Jun 2018,113 min,"Drama, Mystery, Thriller",Paul Schrader,Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric The Entertainer","A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",English,"United States, United Kingdom, Australia",Nominated for 1 Oscar. 62 wins & 108 nominations total,https://m.media-amazon.com/images/M/MV5BYTRkOTUxZDItNDU0OC00ODQzLWJkMWEtYjBiODViNGMyYjhjXkEyXkFqcGc@._V1_SX300.jpg,86,7.1,"65,739",tt6053438,movie,N/A,"$3,448,256",N/A,N/A,True,7.1/10,,94%,86/100,,,,
Once Upon a Deadpool,2018,PG-13,12 Dec 2018,118 min,"Action, Adventure, Comedy",David Leitch,"Rhett Reese, Ryan Reynolds, Paul Wernick","Ryan Reynolds, Josh Brolin, Morena Baccarin","A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder and a single F.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWZmMGVkYzctZjI4OC00ZjVkLTk5M2YtYWI2MDE3MmRmZjA0XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,"2,088",tt31050020,movie,N/A,N/A,N/A,N/A,True,7.2/10,,57%,,,,,
Show Dogs,2018,Unrated,18 May 2018,92 min,"Adventure, Comedy, Crime",Raja Gosnell,"Max Botkin, Marc Hyman","Will Arnett, Ludacris, Natasha Lyonne","Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BYmM3ZDcwYTMtNGQ0MS00MTBjLWJhMDctOTk1YjMzZGI2ODU3XkEyXkFqcGc@._V1_SX300.jpg,31,4.0,"5,223",tt5691024,movie,N/A,"$17,857,020",N/A,N/A,True,4.0/10,,16%,31/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Life of the Party,2023,N/A,01 Apr 2023,N/A,"Short, Comedy",Westen Smith,Westen Smith,"Deon Smith, Alec Clemmons, Matthew Kucharczyk",A freshman comes to a frat house party only to find his roommate dead upstairs.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjBhMzhjYTgtMzZjNy00MGNiLWFmNjgtNWNjMTI2OGZkMTQ5XkEyXkFqcGdeQXVyMTA2MzEyNDA1._V1_SX300.jpg,N/A,N/A,N/A,tt28116448,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Inn of the Frightened People,1971,R,01 Mar 1976,89 min,"Crime, Drama, Thriller",Sidney Hayers,John Kruse,"Joan Collins, James Booth, Ray Barrett",A family plots to take its revenge on the man who raped and murdered their daughter.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BY2Q4YmY2YTEtZTYzMy00OWIzLTkyZmItNDdhYTg5YjgwYTM5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,6.1,546,tt0067248,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,,
Revenge,1928,Passed,01 Oct 1928,70 min,"Action, Drama, Romance",Edwin Carewe,"Konrad Bercovici, Finis Fox","Dolores del Rio, James A. Marcus, Sophia Ortiga","Rascha, the wild daughter of Costa, the Gypsy bear tamer, swears revenge on Jorga, her father's enemy, when he cuts off her braids (a sign of disgrace among the Gypsies). Jorga later repents of his cruel act and cuts off the braid...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWM3NWIxMDAtMTJiOS00ZGU2LTlkMjMtMDVjYTllZGQwZTAwXkEyXkFqcGdeQXVyNjg2NjExMzY@._V1_SX300.jpg,N/A,N/A,N/A,tt0019320,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Revenge,2019,N/A,25 Oct 2019,73 min,Horror,Rich Marini,Rich Marini,"Linda Anisia, Rebecca L. Cataldo, Kate Eppers","When Sarah is bullied in school and accidentally dies, the three girls cover it up. But when she's resurrected, she gets revenge on her killers.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDQ5OWYzY2YtMzBmMi00ZTdmLTk3MTEtYzc2YmI5MTc0NWI4XkEyXkFqcGdeQXVyMjc3MDE4NDc@._V1_SX300.jpg,N/A,N/A,N/A,tt7422674,movie,N/A,N/A,N/A,N/A,True,,,92%,,,,,
Revenge,1918,N/A,25 Feb 1918,70 min,Western,Tod Browning,"Edward Moffat, H.P. Keeler, William Parker","Edith Storey, Wheeler Oakman, Ralph Lewis","Easterner Alva Leigh arrives in the mining town of Magnet just after her fiancé, Donald Jaffray, has been murdered. Because Alva has sworn vengeance, ""Sudden"" Duncan, the real murderer, accuses Donald's partner, Dick Randall, of the ","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BZTMyMmYxNTgtZWNiOC00ZDUyLTkxMzAtYTk0ODhhMGU5MzgzXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg,N/A,8.7,18,tt0009544,movie,N/A,N/A,N/A,N/A,True,8.7/10,,,,,,,
Revenge,2021,N/A,04 Feb 2021,68 min,Drama,Adekunle Diamond,Adekunle Diamond,"Nqobile Magwaza, Moses Makawa, Tebogo Mokwena",She skillfully manipulates their emotions and convinces them that she is genuinely interested in building a relationship with them.,Zulu,South Africa,N/A,https://m.media-amazon.com/images/M/MV5BYWYwODkyMTYtOGE0Zi00NDUxLTgwNTgtY2VhNjE3NjA2NjI3XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt31627557,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Goodland,2017,Not Rated,11 May 2018,84 min,"Crime, Mystery, Thriller",Josh Doke,Josh Doke,"Kip Niven, Chris Bylsma, Walter Coppage","When the body of a drifter is discovered the same day a photographer arrives in a small farming community, the local sheriff is left to piece together a string of events that don't quite add up.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDg1ZjRjYjktNDI0Mi00ZTcxLWIyNTAtYmVmMDdhZGUyYmZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.1,574,tt5022560,movie,N/A,"$32,140",N/A,N/A,True,5.1/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Revenge,1986,Not Rated,01 Mar 1986,100 min,Horror,Christopher Lewis,Christopher Lewis,"Patrick Wayne, John Carradine, Bennie Lee McGowan, Peter Hart",A Cult of devil-worshippers prey on students for human sacrifice.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTI1MjExMDAyNV5BMl5BanBnXkFtZTcwNjAyMDAyMQ@@._V1_SX300.jpg,N/A,4.1,165,tt0091848,movie,N/A,N/A,N/A,N/A,True,4.1/10,,,,,,,
Revenge,2000,R,14 May 2000,94 min,Thriller,Marc S. Grenier,"Neil Goldberg, William Lee","Alexandra Paul, Vlasta Vrana, Anthony Michael Hall","A serial killer, whose victims are men with similar pasts, is tracked by a policewoman.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTM3ODc1MDY1Nl5BMl5BanBnXkFtZTcwNTQzMzIyMQ@@._V1_SX300.jpg,N/A,4.4,251,tt0165928,movie,N/A,N/A,N/A,N/A,True,4.4/10,,,,,,,
Life of the Party,2005,R,N/A,N/A,"Comedy, Drama, Sport",Barra Grant,Barra Grant,"Eion Bailey, Ellen Pompeo, Clifton Collins Jr.",A group of friends plan an intervention to help their pal address his drinking problem. Things go awry when the shrink they hired fails to show up.,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BOTMyYjUwOWUtNTEwMi00MDdjLWEyNTktN2RkMDVmMTMyYzNhXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,337,tt0382717,movie,N/A,N/A,N/A,N/A,True,5.3/10,,,,,,,
Revenge,1990,R,16 Feb 1990,124 min,"Action, Crime, Drama",Tony Scott,"Jim Harrison, Jeffrey Alan Fiskin","Kevin Costner, Anthony Quinn, Madeleine Stowe","A retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen.","English, Spanish","Mexico, United States",N/A,https://m.media-amazon.com/images/M/MV5BNTI4NDQzMzAtN2M5OS00MjRiLTg4NjAtNTg0YTkxZTYzZTk3XkEyXkFqcGc@._V1_SX300.jpg,35,6.2,"22,284",tt0100485,movie,N/A,"$15,645,616",N/A,N/A,True,6.2/10,,30%,35/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Life of the Party,2021,N/A,N/A,N/A,"Short, Comedy",Cameron Maeva,"Rosemary Bailey, Jacqueline Cyr, Cameron Maeva","Rosemary Bailey, Cameron Maeva, Jacob Daniel Martin",Three assassins discuss a plot to murder the host of a house party.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2QxZmEyNWItMjFhYS00ZjhmLWJmMmEtYWUwMGQyZTczZDcyXkEyXkFqcGdeQXVyNzQyMTI3NDY@._V1_SX300.jpg,N/A,N/A,N/A,tt21967642,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Life of the Party,2018,PG-13,11 May 2018,105 min,Comedy,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Matt Walsh, Molly Gordon","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",English,United States,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_SX300.jpg,46,5.6,"41,443",tt5619332,movie,N/A,"$53,059,911",N/A,N/A,True,5.6/10,,38%,46/100,,,,
